,Unnamed: 0,Review Content,cleanedReviews,sentiment_scores,sentiment_category,is_bad_review,nb_chars,nb_words
1783,1783,"  Sound quality OK in this price range in medium volume but in full volume brass not good.

",sound quality ok price range medium volume full volume brass good.,0.487,positive,0,66,11
1784,1784,"  Nice looking product.

",nice look product.,0.6,positive,0,18,3
1785,1785,"  Excellent  sound  thanks  to Amazon

",excellent sound thanks,0.533,positive,0,22,3
1786,1786,"  So far running awesome. Clear sound and useful for single room

",far run awesome clear sound useful single room,0.305,positive,0,46,8
1787,1787,"  Woofer not workingUSB and SD card not detectingFaulty product recieved

",woofer workingusb sd card detectingfaulty product recieved,0.0,neutral,0,58,7
1788,1788,"  Quality product but service center not available at my district.

",quality product service center available district.,0.15,positive,0,50,6
1789,1789,"  Average product.not a better product.

",average product.not well product.,-0.15,negative,1,33,4
1790,1790,"  Worst speaker

",bad,-0.7,negative,1,3,1
1791,1791,"  Amezing product

",amezing product,0.0,neutral,0,15,2
1792,1792,"  It's vice superb.

",vice superb.,1.0,positive,0,12,2
1793,1793,"  Nice

",nice,0.6,positive,0,4,1
1794,1794,"  Very good sound system...Satisfied at this price..Go for it for personal use.. loud enough.

",good sound system...satisfied price..go personal use loud enough.,0.24,positive,0,65,8
1795,1795,"  Awesome product

",awesome product,1.0,positive,0,15,2
1796,1796,"  Good

",good,0.7,positive,0,4,1
1797,1797,"  Overall average.

",overall average.,-0.075,negative,1,16,2
1798,1798,"  Good sound .....aux cable and remote is in the box

",good sound aux cable remote box,0.333,positive,0,31,6
1799,1799,"  Awesome experience with Zebronics speakers. Excellent Customer care support.

",awesome experience zebronics excellent customer care support.,1.0,positive,0,61,7
1800,1800,"  perfect product

",perfect product,1.0,positive,0,15,2
1801,1801,"  Pathetic remote, no other complaints

",pathetic remote complaints,-0.55,negative,1,26,3
1802,1802,"  Super value for money

",super value money,0.333,positive,0,17,3
1803,1803,"  Nasty product... Echos for no reason.. don't buy

",nasty product reason buy,-1.0,negative,1,24,4
1804,1804,"  Four star

",four star,0.0,neutral,0,9,2
1805,1805,"  Awesome... Value of prize..

",awesome value prize..,1.0,positive,0,21,3
1806,1806,"  bohot mast hai sab connect hota hai led se leke mobile fm etc wireless speakers hote to acha hota

",bohot mast hai sab connect hota hai lead se leke mobile fm etc wireless hote acha hota,0.0,neutral,0,86,17
1807,1807,"  Power supply issue

",power supply issue,0.0,neutral,0,18,3
1808,1808,"  I got a wrong product....

",get wrong product....,-0.5,negative,1,21,3
1809,1809,"  Excellent Sound quality..good product at affordable price

",excellent sound quality..good product affordable price,0.7,positive,0,54,6
1810,1810,"  All is well but FM not working..FM get non functional after 18 months.

",well fm working..fm get non functional months.,0.0,neutral,0,46,7
1811,1811,"  this product is very good but bass and trevel ko hum ghata ni skte ye automatic hi ,it is good product

",product good bass trevel ko hum ghata ni skte ye automatic hi good product,0.417,positive,0,74,14
1812,1812,"  Poor and low sound quality. Not as Expected.

",poor low sound quality expected.,-0.025,negative,1,32,5
1813,1813,"  It's fine for the price

",fine price,0.417,positive,0,10,2
1814,1814,"  Value for money good product, sounds great.

",value money good product sound great.,0.633,positive,0,37,6
1815,1815,"  Bass is not good

",bass good,0.275,positive,0,9,2
1816,1816,"  its quite ok not too good! the subwoofer damaged after 2 months

",quite ok good subwoofer damage months,0.6,positive,0,37,6
1817,1817,"  It will going to full heated With in 30 minutes... Fm properly not working

",go full heat minute fm properly working,0.175,positive,0,39,7
1818,1818,"  Being a college student i can say that these are one of the best speakers in the market for this price range. The bass is crazyy.

",college student say one best market price range bass crazyy.,0.425,positive,0,60,10
1819,1819,"  I am fully satisfied with this product! Worth

",fully satisfied product worth,0.4,positive,0,29,4
1820,1820,"  awesome thing awesome budget

",awesome thing awesome budget,1.0,positive,0,28,4
1821,1821,"  Very good

",good,0.7,positive,0,4,1
1822,1822,"  Exillant sound system with remote & fm

",exillant sound system remote fm,0.15,positive,0,31,5
1823,1823,"  Worth for money

",worth money,0.3,positive,0,11,2
1824,1824,"  good

",good,0.7,positive,0,4,1
1825,1825,"  Good

",good,0.7,positive,0,4,1
1826,1826,"  Excellent Products

",excellent products,1.0,positive,0,18,2
1827,1827,"  Bass should be more and there should be separate Bass and treble control.

",bass separate bass treble control.,-0.15,negative,1,34,5
1828,1828,"  Good one for small room

",good one small room,0.225,positive,0,19,4
1829,1829,"  Superb home theater. Thank you amazon... It works with AUx, Bluetooth, FM. USB....

",superb home theater thank work aux bluetooth fm usb....,1.0,positive,0,55,9
1830,1830,"  Fm could not connect properly else good product in this range

",fm could connect properly else good product range,0.35,positive,0,49,8
1831,1831,"  worked well for one day and woofer system stopped worked

",work well one day woofer system stop worked,0.0,neutral,0,43,8
1832,1832,"  Sound quality not bad.....

",sound quality bad.....,-0.15,negative,1,22,3
1833,1833,"  Awesome product sound was clear and nice and bass and treble is automatically adjusted which type we want

",awesome product sound clear nice bass treble automatically adjust type want,0.39,positive,0,75,11
1834,1834,"  Low price and best productJust 2099/ rs.

",low price best productjust rs.,0.5,positive,0,30,5
1835,1835,"  This product is to bad please exchange it

",product bad please exchange it,-0.7,negative,1,30,5
1836,1836,"  Its bass is high

",bass high,0.005,positive,0,9,2
1837,1837,"  Good

",good,0.7,positive,0,4,1
1838,1838,"  It's best home theater in this india suberb sound looking is Very beautiful

",best home theater india suberb sound look beautiful,0.75,positive,0,51,8
1839,1839,"  Value of money

",value money,0.0,neutral,0,11,2
1840,1840,"  Best speaker compare to under 5000.good sound , but cable is medium length, once again I love this speaker.

",best compare sound cable medium length love speaker.,0.633,positive,0,52,8
1841,1841,"  This is value for money product

",value money product,0.0,neutral,0,19,3
1842,1842,"  Excellent product in 3k

",excellent product,1.0,positive,0,17,2
1843,1843,"  Remote of this speaker is found unserviceable after 15 day use.

",remote find unserviceable day use.,-0.1,negative,1,34,5
1844,1844,"  I get damaged remote control

",get damage remote control,-0.1,negative,1,25,4
1845,1845,"  Bad sounds quality

",bad sound quality,-0.15,negative,1,17,3
1846,1846,"  Sound quality so bad

",sound quality bad,-0.15,negative,1,17,3
1847,1847,"  Good

",good,0.7,positive,0,4,1
1848,1848,"  Affordable price good product

",affordable price good product,0.7,positive,0,29,4
1849,1849,"  Awesome

",awesome,1.0,positive,0,7,1
1850,1850,"  No bass control... But looking working osm... Perfect with the price...

",bass control look work osm perfect price...,0.425,positive,0,43,7
1851,1851,"  ₹2000 mein Bahut badhiya quality ka home theater system mil raha hai.... Thums Up

",mein bahut badhiya quality ka home theater system mil raha hai thums up,0.0,neutral,0,71,13
1852,1852,"  No bass quality

",bass quality,-0.15,negative,1,12,2
1853,1853,"  Sound Quality very Good

",sound quality good,0.55,positive,0,18,3
1854,1854,"  There is no expected sound

",expect sound,0.4,positive,0,12,2
1855,1855,"  Great product

",great product,0.8,positive,0,13,2
1856,1856,"  Over heating extra noise

",heat extra noise,0.0,neutral,0,16,3
1857,1857,"  Very nice

",nice,0.6,positive,0,4,1
1858,1858,"  good product

",good product,0.7,positive,0,12,2
1859,1859,"  Best boom boom

",best boom boom,1.0,positive,0,14,3
1860,1860,"  Good sound quality.

",good sound quality.,0.55,positive,0,19,3
1861,1861,"  Ok

",ok,0.5,positive,0,2,1
1862,1862,"  Nice!+

",nice!+,0.75,positive,0,6,1
1863,1863,"  It's cheaper than other speaker in4.1 has great sound as well as clarity.

",cheap great sound well clarity.,0.533,positive,0,31,5
1864,1864,"  Good

",good,0.7,positive,0,4,1
1865,1865,"  Good👍

",good👍,0.0,neutral,0,5,1
1866,1866,"  Very good bass and quality. control goodBut Display is not working

",good bass quality control goodbut display working,0.275,positive,0,49,7
1867,1867,"  Nice products

",nice products,0.6,positive,0,13,2
1868,1868,"  Good

",good,0.7,positive,0,4,1
1869,1869,"  Waste

",waste,-0.2,negative,1,5,1
1870,1870,"  Good product

",good product,0.7,positive,0,12,2
1871,1871,"  Good

",good,0.7,positive,0,4,1
1872,1872,"  Product seal was opened and damaged...

",product seal open damaged...,0.0,neutral,0,28,4
1873,1873,"  Super product

",super product,0.333,positive,0,13,2
1874,1874,"  Awesome product. Overall good performance

",awesome product overall good performance,0.567,positive,0,40,5
1875,1875,"  Not good

",good,0.7,positive,0,4,1
1876,1876,"  Low quality volume

",low quality volume,0.0,neutral,0,18,3
1877,1877,"  Bass and Tunning option not avalable. it controled autometically.

",bass tunning option avalable control autometically.,-0.15,negative,1,51,6
1878,1878,"  Good sound experience

",good sound experience,0.55,positive,0,21,3
1879,1879,"  Because my sound is not working properly 3rs class

",sound work properly class,0.2,positive,0,25,4
1880,1880,"  Guys m feeling good after buying this. Zebronics hats off at this price. Hoping this music system will maintain its consistency in performance.

",guy feel good buying zebronics hats price hop music system maintain consistency performance.,0.7,positive,0,92,13
1881,1881,"  Good quality

",good quality,0.7,positive,0,12,2
1882,1882,"  Nice product of this price

",nice product price,0.6,positive,0,18,3
1883,1883,"  Very good 👍 product on this Price

",good product price,0.7,positive,0,18,3
1884,1884,"  Bluetooth connectivity is week, and stopped working suddenly couldn't find the problem

",bluetooth connectivity week stop work suddenly find problem,0.0,neutral,0,59,8
1885,1885,"  Good product in the best price

",good product best price,0.85,positive,0,23,4
1886,1886,"  Best bt speaker under 2500 bucks ..Sound quality is up to mark .Go for it blindly..

",best bt buck sound quality mark go blindly..,0.3,positive,0,44,8
1887,1887,"  Nice experience

",nice experience,0.6,positive,0,15,2
1888,1888,"  Connect your red and white cable with home theater and ite all set use it it all so has Bluthoh

",connect red white cable home theater ite set use bluthoh,0.0,neutral,0,56,10
1889,1889,"  Prodect were damaged

",prodect damaged,0.0,neutral,0,15,2
1890,1890,"  Had to return because it stopped working just after use of 10 minutes.

",return stop work use minutes.,0.0,neutral,0,29,5
1891,1891,"  Product is good but can't connect with TV.

",product good can't connect tv.,0.7,positive,0,30,5
1892,1892,"  Decent sound

",decent sound,0.283,positive,0,12,2
1893,1893,"  For the budget wise this product ok

",budget wise product ok,0.6,positive,0,22,4
1894,1894,"  I got Broken remote

",get broken remote,-0.25,negative,1,17,3
1895,1895,"  Good

",good,0.7,positive,0,4,1
1896,1896,"  Nice

",nice,0.6,positive,0,4,1
1897,1897,"  Good product

",good product,0.7,positive,0,12,2
1898,1898,"  Super and excellent sound quality

",super excellent sound quality,0.578,positive,0,29,4
1899,1899,"  Best quality

",best quality,1.0,positive,0,12,2
1900,1900,"  Good product

",good product,0.7,positive,0,12,2
1901,1901,"  Excellent product

",excellent product,1.0,positive,0,17,2
1902,1902,"  GOOD

",good,0.7,positive,0,4,1
1903,1903,"  Good

",good,0.7,positive,0,4,1
1904,1904,"  Not bad

",bad,-0.7,negative,1,3,1
1905,1905,"  Kam range  me mst  sabkuch acha hai bhai is home theater systems bhai

",kam range mst sabkuch acha hai bhai home theater system bhai,0.0,neutral,0,60,11
1906,1906,"  Awesome product from zebronics

",awesome product zebronics,1.0,positive,0,25,3
1907,1907,"  I got them broken wtf

",get broken wtf,-0.45,negative,1,14,3
1908,1908,"  Sound quality is good but sound is not so high.... But good for single room.

",sound quality good sound high good single room.,0.381,positive,0,47,8
1909,1909,"  Main disadvantage.. Their is no control for bass in AUX.

",main disadvantage control bass aux.,0.008,positive,0,35,5
1910,1910,"  Respected sir , I received your item everything is fine.

",respect sir receive item everything fine.,0.417,positive,0,41,6
1911,1911,"  budget product,low quality cord wires

","budget product,low quality cord wires",0.0,neutral,0,37,5
